Time,House,School,Health_center,Mosque,Water_pump
20130328:1507,0.242,1,1,1,0.86
20130328:1607,0.249,0.85,0.85,1,1
20130328:1707,0.401,0.31,0.31,0.5,1
20130328:1807,0.75,0.15,0.15,1,0.71
20130328:1907,0.611,0.15,0.15,1,0.57
20130328:2007,0.412,0.15,0.15,0.1,0.29
20130328:2107,0.292,0.15,0.15,0.1,0.14
20130328:2207,0.183,0.15,0.15,0.1,0.14
20130328:2307,0.125,0.15,0.15,0.1,0.14
20130329:0007,0.066,0.15,0.15,0.1,0.14
20130329:0107,0.058,0.15,0.15,0.1,0.14
20130329:0207,0.058,0.15,0.15,0.1,0.14
20130329:0307,0.058,0.15,0.15,0.1,0.29
20130329:0407,0.199,0.15,0.15,0.85,0.43
20130329:0507,0.305,0.15,0.15,0.85,0.57
20130329:0607,0.335,0.46,0.46,0.5,0.71
20130329:0707,0.305,0.92,0.92,0.1,0.86
20130329:0807,0.256,0.92,0.92,0.1,1
20130329:0907,0.262,1,1,0.1,1
20130329:1007,0.302,1,1,0.1,1
20130329:1107,0.325,1,1,1,0.86
20130329:1207,0.421,1,1,1,0.71
20130329:1307,0.316,1,1,1,0.71
20130329:1407,0.255,1,1,0.5,0.86
20130329:1507,0.242,1,1,1,0.86
20130329:1607,0.249,0.85,0.85,1,1
20130329:1707,0.401,0.31,0.31,0.5,1
20130329:1807,0.75,0.15,0.15,1,0.71
20130329:1907,0.611,0.15,0.15,1,0.57
20130329:2007,0.412,0.15,0.15,0.1,0.29
20130329:2107,0.292,0.15,0.15,0.1,0.14
20130329:2207,0.183,0.15,0.15,0.1,0.14
20130329:2307,0.125,0.15,0.15,0.1,0.14
20130330:0007,0.066,0.15,0.15,0.1,0.14
20130330:0107,0.058,0.15,0.15,0.1,0.14
20130330:0207,0.058,0.15,0.15,0.1,0.14
20130330:0307,0.058,0.15,0.15,0.1,0.29
20130330:0407,0.199,0.15,0.15,0.85,0.43
20130330:0507,0.305,0.15,0.15,0.85,0.57
20130330:0607,0.335,0.46,0.46,0.5,0.71
20130330:0707,0.305,0.92,0.92,0.1,0.86
20130330:0807,0.256,0.92,0.92,0.1,1
20130330:0907,0.262,1,1,0.1,1
20130330:1007,0.302,1,1,0.1,1
20130330:1107,0.325,1,1,1,0.86
20130330:1207,0.421,1,1,1,0.71
20130330:1307,0.316,1,1,1,0.71
20130330:1407,0.255,1,1,0.5,0.86
20130330:1507,0.242,1,1,1,0.86
20130330:1607,0.249,0.85,0.85,1,1
20130330:1707,0.401,0.31,0.31,0.5,1
20130330:1807,0.75,0.15,0.15,1,0.71
20130330:1907,0.611,0.15,0.15,1,0.57
20130330:2007,0.412,0.15,0.15,0.1,0.29
20130330:2107,0.292,0.15,0.15,0.1,0.14
20130330:2207,0.183,0.15,0.15,0.1,0.14
20130330:2307,0.125,0.15,0.15,0.1,0.14
20130331:0007,0.066,0.15,0.15,0.1,0.14
20130331:0107,0.058,0.15,0.15,0.1,0.14
20130331:0207,0.058,0.15,0.15,0.1,0.14
20130331:0307,0.058,0.15,0.15,0.1,0.29
20130331:0407,0.199,0.15,0.15,0.85,0.43
20130331:0507,0.305,0.15,0.15,0.85,0.57
20130331:0607,0.335,0.46,0.46,0.5,0.71
20130331:0707,0.305,0.92,0.92,0.1,0.86
20130331:0807,0.256,0.92,0.92,0.1,1
20130331:0907,0.262,1,1,0.1,1
20130331:1007,0.302,1,1,0.1,1
20130331:1107,0.325,1,1,1,0.86
20130331:1207,0.421,1,1,1,0.71
20130331:1307,0.316,1,1,1,0.71
20130331:1407,0.255,1,1,0.5,0.86
20130331:1507,0.242,1,1,1,0.86
20130331:1607,0.249,0.85,0.85,1,1
20130331:1707,0.401,0.31,0.31,0.5,1
20130331:1807,0.75,0.15,0.15,1,0.71
20130331:1907,0.611,0.15,0.15,1,0.57
20130331:2007,0.412,0.15,0.15,0.1,0.29
20130331:2107,0.292,0.15,0.15,0.1,0.14
20130331:2207,0.183,0.15,0.15,0.1,0.14
20130331:2307,0.125,0.15,0.15,0.1,0.14
20130401:0007,0.074,0.15,0.15,0.1,0.14
20130401:0107,0.064,0.15,0.15,0.1,0.14
20130401:0207,0.064,0.15,0.15,0.1,0.14
20130401:0307,0.064,0.15,0.15,0.1,0.29
20130401:0407,0.221,0.15,0.15,0.85,0.43
20130401:0507,0.339,0.15,0.15,0.85,0.57
20130401:0607,0.372,0.46,0.46,0.5,0.71
20130401:0707,0.339,0.92,0.92,0.1,0.86
20130401:0807,0.284,0.92,0.92,0.1,1
20130401:0907,0.291,1,1,0.1,1
20130401:1007,0.335,1,1,0.1,1
20130401:1107,0.361,1,1,1,0.86
20130401:1207,0.468,1,1,1,0.71
20130401:1307,0.351,1,1,1,0.71
20130401:1407,0.283,1,1,0.5,0.86
20130401:1507,0.269,1,1,1,0.86
20130401:1607,0.277,0.85,0.85,1,1
20130401:1707,0.445,0.31,0.31,0.5,1
20130401:1807,0.833,0.15,0.15,1,0.71
20130401:1907,0.679,0.15,0.15,1,0.57
20130401:2007,0.458,0.15,0.15,0.1,0.29
20130401:2107,0.325,0.15,0.15,0.1,0.14
20130401:2207,0.203,0.15,0.15,0.1,0.14
20130401:2307,0.138,0.15,0.15,0.1,0.14
20130402:0007,0.074,0.15,0.15,0.1,0.14
20130402:0107,0.064,0.15,0.15,0.1,0.14
20130402:0207,0.064,0.15,0.15,0.1,0.14
20130402:0307,0.064,0.15,0.15,0.1,0.29
20130402:0407,0.221,0.15,0.15,0.85,0.43
20130402:0507,0.339,0.15,0.15,0.85,0.57
20130402:0607,0.372,0.46,0.46,0.5,0.71
20130402:0707,0.339,0.92,0.92,0.1,0.86
20130402:0807,0.284,0.92,0.92,0.1,1
20130402:0907,0.291,1,1,0.1,1
20130402:1007,0.335,1,1,0.1,1
20130402:1107,0.361,1,1,1,0.86
20130402:1207,0.468,1,1,1,0.71
20130402:1307,0.351,1,1,1,0.71
20130402:1407,0.283,1,1,0.5,0.86
20130402:1507,0.269,1,1,1,0.86
20130402:1607,0.277,0.85,0.85,1,1
20130402:1707,0.445,0.31,0.31,0.5,1
20130402:1807,0.833,0.15,0.15,1,0.71
20130402:1907,0.679,0.15,0.15,1,0.57
20130402:2007,0.458,0.15,0.15,0.1,0.29
20130402:2107,0.325,0.15,0.15,0.1,0.14
20130402:2207,0.203,0.15,0.15,0.1,0.14
20130402:2307,0.138,0.15,0.15,0.1,0.14
20130403:0007,0.074,0.15,0.15,0.1,0.14
20130403:0107,0.064,0.15,0.15,0.1,0.14
20130403:0207,0.064,0.15,0.15,0.1,0.14
20130403:0307,0.064,0.15,0.15,0.1,0.29
20130403:0407,0.221,0.15,0.15,0.85,0.43
20130403:0507,0.339,0.15,0.15,0.85,0.57
20130403:0607,0.372,0.46,0.46,0.5,0.71
20130403:0707,0.339,0.92,0.92,0.1,0.86
20130403:0807,0.284,0.92,0.92,0.1,1
20130403:0907,0.291,1,1,0.1,1
20130403:1007,0.335,1,1,0.1,1
20130403:1107,0.361,1,1,1,0.86
20130403:1207,0.468,1,1,1,0.71
20130403:1307,0.351,1,1,1,0.71
20130403:1407,0.283,1,1,0.5,0.86
20130403:1507,0.269,1,1,1,0.86
20130403:1607,0.277,0.85,0.85,1,1
20130403:1707,0.445,0.31,0.31,0.5,1
20130403:1807,0.833,0.15,0.15,1,0.71
20130403:1907,0.679,0.15,0.15,1,0.57
20130403:2007,0.458,0.15,0.15,0.1,0.29
20130403:2107,0.325,0.15,0.15,0.1,0.14
20130403:2207,0.203,0.15,0.15,0.1,0.14
20130403:2307,0.138,0.15,0.15,0.1,0.14
20130404:0007,0.074,0.15,0.15,0.1,0.14
20130404:0107,0.064,0.15,0.15,0.1,0.14
20130404:0207,0.064,0.15,0.15,0.1,0.14
20130404:0307,0.064,0.15,0.15,0.1,0.29
20130404:0407,0.221,0.15,0.15,0.85,0.43
20130404:0507,0.339,0.15,0.15,0.85,0.57
20130404:0607,0.372,0.46,0.46,0.5,0.71
20130404:0707,0.339,0.92,0.92,0.1,0.86
20130404:0807,0.284,0.92,0.92,0.1,1
20130404:0907,0.291,1,1,0.1,1
20130404:1007,0.335,1,1,0.1,1
20130404:1107,0.361,1,1,1,0.86
20130404:1207,0.468,1,1,1,0.71
20130404:1307,0.351,1,1,1,0.71
20130404:1407,0.283,1,1,0.5,0.86
20130404:1507,0.269,1,1,1,0.86
20130404:1607,0.277,0.85,0.85,1,1
20130404:1707,0.445,0.31,0.31,0.5,1
20130404:1807,0.833,0.15,0.15,1,0.71
20130404:1907,0.679,0.15,0.15,1,0.57
20130404:2007,0.458,0.15,0.15,0.1,0.29
20130404:2107,0.325,0.15,0.15,0.1,0.14
20130404:2207,0.203,0.15,0.15,0.1,0.14
20130404:2307,0.138,0.15,0.15,0.1,0.14
20130405:0007,0.074,0.15,0.15,0.1,0.14
20130405:0107,0.064,0.15,0.15,0.1,0.14
20130405:0207,0.064,0.15,0.15,0.1,0.14
20130405:0307,0.064,0.15,0.15,0.1,0.29
20130405:0407,0.221,0.15,0.15,0.85,0.43
20130405:0507,0.339,0.15,0.15,0.85,0.57
20130405:0607,0.372,0.46,0.46,0.5,0.71
20130405:0707,0.339,0.92,0.92,0.1,0.86
20130405:0807,0.284,0.92,0.92,0.1,1
20130405:0907,0.291,1,1,0.1,1
20130405:1007,0.335,1,1,0.1,1
20130405:1107,0.361,1,1,1,0.86
20130405:1207,0.468,1,1,1,0.71
20130405:1307,0.351,1,1,1,0.71
20130405:1407,0.283,1,1,0.5,0.86
20130405:1507,0.269,1,1,1,0.86
20130405:1607,0.277,0.85,0.85,1,1
20130405:1707,0.445,0.31,0.31,0.5,1
20130405:1807,0.833,0.15,0.15,1,0.71
20130405:1907,0.679,0.15,0.15,1,0.57
20130405:2007,0.458,0.15,0.15,0.1,0.29
20130405:2107,0.325,0.15,0.15,0.1,0.14
20130405:2207,0.203,0.15,0.15,0.1,0.14
20130405:2307,0.138,0.15,0.15,0.1,0.14
20130406:0007,0.074,0.15,0.15,0.1,0.14
20130406:0107,0.064,0.15,0.15,0.1,0.14
20130406:0207,0.064,0.15,0.15,0.1,0.14
20130406:0307,0.064,0.15,0.15,0.1,0.29
20130406:0407,0.221,0.15,0.15,0.85,0.43
20130406:0507,0.339,0.15,0.15,0.85,0.57
20130406:0607,0.372,0.46,0.46,0.5,0.71
20130406:0707,0.339,0.92,0.92,0.1,0.86
20130406:0807,0.284,0.92,0.92,0.1,1
20130406:0907,0.291,1,1,0.1,1
20130406:1007,0.335,1,1,0.1,1
20130406:1107,0.361,1,1,1,0.86
20130406:1207,0.468,1,1,1,0.71
20130406:1307,0.351,1,1,1,0.71
20130406:1407,0.283,1,1,0.5,0.86
20130406:1507,0.269,1,1,1,0.86
20130406:1607,0.277,0.85,0.85,1,1
20130406:1707,0.445,0.31,0.31,0.5,1
20130406:1807,0.833,0.15,0.15,1,0.71
20130406:1907,0.679,0.15,0.15,1,0.57
20130406:2007,0.458,0.15,0.15,0.1,0.29
20130406:2107,0.325,0.15,0.15,0.1,0.14
20130406:2207,0.203,0.15,0.15,0.1,0.14
20130406:2307,0.138,0.15,0.15,0.1,0.14
20130407:0007,0.074,0.15,0.15,0.1,0.14
20130407:0107,0.064,0.15,0.15,0.1,0.14
20130407:0207,0.064,0.15,0.15,0.1,0.14
20130407:0307,0.064,0.15,0.15,0.1,0.29
20130407:0407,0.221,0.15,0.15,0.85,0.43
20130407:0507,0.339,0.15,0.15,0.85,0.57
20130407:0607,0.372,0.46,0.46,0.5,0.71
20130407:0707,0.339,0.92,0.92,0.1,0.86
20130407:0807,0.284,0.92,0.92,0.1,1
20130407:0907,0.291,1,1,0.1,1
20130407:1007,0.335,1,1,0.1,1
20130407:1107,0.361,1,1,1,0.86
20130407:1207,0.468,1,1,1,0.71
20130407:1307,0.351,1,1,1,0.71
20130407:1407,0.283,1,1,0.5,0.86
20130407:1507,0.269,1,1,1,0.86
20130407:1607,0.277,0.85,0.85,1,1
20130407:1707,0.445,0.31,0.31,0.5,1
20130407:1807,0.833,0.15,0.15,1,0.71
20130407:1907,0.679,0.15,0.15,1,0.57
20130407:2007,0.458,0.15,0.15,0.1,0.29
20130407:2107,0.325,0.15,0.15,0.1,0.14
20130407:2207,0.203,0.15,0.15,0.1,0.14
20130407:2307,0.138,0.15,0.15,0.1,0.14
20130408:0007,0.074,0.15,0.15,0.1,0.14
20130408:0107,0.064,0.15,0.15,0.1,0.14
20130408:0207,0.064,0.15,0.15,0.1,0.14
20130408:0307,0.064,0.15,0.15,0.1,0.29
20130408:0407,0.221,0.15,0.15,0.85,0.43
20130408:0507,0.339,0.15,0.15,0.85,0.57
20130408:0607,0.372,0.46,0.46,0.5,0.71
20130408:0707,0.339,0.92,0.92,0.1,0.86
20130408:0807,0.284,0.92,0.92,0.1,1
20130408:0907,0.291,1,1,0.1,1
20130408:1007,0.335,1,1,0.1,1
20130408:1107,0.361,1,1,1,0.86
20130408:1207,0.468,1,1,1,0.71
20130408:1307,0.351,1,1,1,0.71
20130408:1407,0.283,1,1,0.5,0.86
20130408:1507,0.269,1,1,1,0.86
20130408:1607,0.277,0.85,0.85,1,1
20130408:1707,0.445,0.31,0.31,0.5,1
20130408:1807,0.833,0.15,0.15,1,0.71
20130408:1907,0.679,0.15,0.15,1,0.57
20130408:2007,0.458,0.15,0.15,0.1,0.29
20130408:2107,0.325,0.15,0.15,0.1,0.14
20130408:2207,0.203,0.15,0.15,0.1,0.14
20130408:2307,0.138,0.15,0.15,0.1,0.14
20130409:0007,0.074,0.15,0.15,0.1,0.14
20130409:0107,0.064,0.15,0.15,0.1,0.14
20130409:0207,0.064,0.15,0.15,0.1,0.14
20130409:0307,0.064,0.15,0.15,0.1,0.29
20130409:0407,0.221,0.15,0.15,0.85,0.43
20130409:0507,0.339,0.15,0.15,0.85,0.57
20130409:0607,0.372,0.46,0.46,0.5,0.71
20130409:0707,0.339,0.92,0.92,0.1,0.86
20130409:0807,0.284,0.92,0.92,0.1,1
20130409:0907,0.291,1,1,0.1,1
20130409:1007,0.335,1,1,0.1,1
20130409:1107,0.361,1,1,1,0.86
20130409:1207,0.468,1,1,1,0.71
20130409:1307,0.351,1,1,1,0.71
20130409:1407,0.283,1,1,0.5,0.86
20130409:1507,0.269,1,1,1,0.86
20130409:1607,0.277,0.85,0.85,1,1
20130409:1707,0.445,0.31,0.31,0.5,1
20130409:1807,0.833,0.15,0.15,1,0.71
20130409:1907,0.679,0.15,0.15,1,0.57
20130409:2007,0.458,0.15,0.15,0.1,0.29
20130409:2107,0.325,0.15,0.15,0.1,0.14
20130409:2207,0.203,0.15,0.15,0.1,0.14
20130409:2307,0.138,0.15,0.15,0.1,0.14
20130410:0007,0.074,0.15,0.15,0.1,0.14
20130410:0107,0.064,0.15,0.15,0.1,0.14
20130410:0207,0.064,0.15,0.15,0.1,0.14
20130410:0307,0.064,0.15,0.15,0.1,0.29
20130410:0407,0.221,0.15,0.15,0.85,0.43
20130410:0507,0.339,0.15,0.15,0.85,0.57
20130410:0607,0.372,0.46,0.46,0.5,0.71
20130410:0707,0.339,0.92,0.92,0.1,0.86
20130410:0807,0.284,0.92,0.92,0.1,1
20130410:0907,0.291,1,1,0.1,1
20130410:1007,0.335,1,1,0.1,1
20130410:1107,0.361,1,1,1,0.86
20130410:1207,0.468,1,1,1,0.71
20130410:1307,0.351,1,1,1,0.71
20130410:1407,0.283,1,1,0.5,0.86
20130410:1507,0.269,1,1,1,0.86
20130410:1607,0.277,0.85,0.85,1,1
20130410:1707,0.445,0.31,0.31,0.5,1
20130410:1807,0.833,0.15,0.15,1,0.71
20130410:1907,0.679,0.15,0.15,1,0.57
20130410:2007,0.458,0.15,0.15,0.1,0.29
20130410:2107,0.325,0.15,0.15,0.1,0.14
20130410:2207,0.203,0.15,0.15,0.1,0.14
20130410:2307,0.138,0.15,0.15,0.1,0.14
20130411:0007,0.074,0.15,0.15,0.1,0.14
20130411:0107,0.064,0.15,0.15,0.1,0.14
20130411:0207,0.064,0.15,0.15,0.1,0.14
20130411:0307,0.064,0.15,0.15,0.1,0.29
20130411:0407,0.221,0.15,0.15,0.85,0.43
20130411:0507,0.339,0.15,0.15,0.85,0.57
20130411:0607,0.372,0.46,0.46,0.5,0.71
20130411:0707,0.339,0.92,0.92,0.1,0.86
20130411:0807,0.284,0.92,0.92,0.1,1
20130411:0907,0.291,1,1,0.1,1
20130411:1007,0.335,1,1,0.1,1
20130411:1107,0.361,1,1,1,0.86
20130411:1207,0.468,1,1,1,0.71
20130411:1307,0.351,1,1,1,0.71
20130411:1407,0.283,1,1,0.5,0.86
20130411:1507,0.269,1,1,1,0.86
20130411:1607,0.277,0.85,0.85,1,1
20130411:1707,0.445,0.31,0.31,0.5,1
20130411:1807,0.833,0.15,0.15,1,0.71
20130411:1907,0.679,0.15,0.15,1,0.57
20130411:2007,0.458,0.15,0.15,0.1,0.29
20130411:2107,0.325,0.15,0.15,0.1,0.14
20130411:2207,0.203,0.15,0.15,0.1,0.14
20130411:2307,0.138,0.15,0.15,0.1,0.14
20130412:0007,0.074,0.15,0.15,0.1,0.14
20130412:0107,0.064,0.15,0.15,0.1,0.14
20130412:0207,0.064,0.15,0.15,0.1,0.14
20130412:0307,0.064,0.15,0.15,0.1,0.29
20130412:0407,0.221,0.15,0.15,0.85,0.43
20130412:0507,0.339,0.15,0.15,0.85,0.57
20130412:0607,0.372,0.46,0.46,0.5,0.71
20130412:0707,0.339,0.92,0.92,0.1,0.86
20130412:0807,0.284,0.92,0.92,0.1,1
20130412:0907,0.291,1,1,0.1,1
20130412:1007,0.335,1,1,0.1,1
20130412:1107,0.361,1,1,1,0.86
20130412:1207,0.468,1,1,1,0.71
20130412:1307,0.351,1,1,1,0.71
20130412:1407,0.283,1,1,0.5,0.86
20130412:1507,0.269,1,1,1,0.86
20130412:1607,0.277,0.85,0.85,1,1
20130412:1707,0.445,0.31,0.31,0.5,1
20130412:1807,0.833,0.15,0.15,1,0.71
20130412:1907,0.679,0.15,0.15,1,0.57
20130412:2007,0.458,0.15,0.15,0.1,0.29
20130412:2107,0.325,0.15,0.15,0.1,0.14
20130412:2207,0.203,0.15,0.15,0.1,0.14
20130412:2307,0.138,0.15,0.15,0.1,0.14
20130413:0007,0.074,0.15,0.15,0.1,0.14
20130413:0107,0.064,0.15,0.15,0.1,0.14
20130413:0207,0.064,0.15,0.15,0.1,0.14
20130413:0307,0.064,0.15,0.15,0.1,0.29
20130413:0407,0.221,0.15,0.15,0.85,0.43
20130413:0507,0.339,0.15,0.15,0.85,0.57
20130413:0607,0.372,0.46,0.46,0.5,0.71
20130413:0707,0.339,0.92,0.92,0.1,0.86
20130413:0807,0.284,0.92,0.92,0.1,1
20130413:0907,0.291,1,1,0.1,1
20130413:1007,0.335,1,1,0.1,1
20130413:1107,0.361,1,1,1,0.86
20130413:1207,0.468,1,1,1,0.71
20130413:1307,0.351,1,1,1,0.71
20130413:1407,0.283,1,1,0.5,0.86
20130413:1507,0.269,1,1,1,0.86
20130413:1607,0.277,0.85,0.85,1,1
20130413:1707,0.445,0.31,0.31,0.5,1
20130413:1807,0.833,0.15,0.15,1,0.71
20130413:1907,0.679,0.15,0.15,1,0.57
20130413:2007,0.458,0.15,0.15,0.1,0.29
20130413:2107,0.325,0.15,0.15,0.1,0.14
20130413:2207,0.203,0.15,0.15,0.1,0.14
20130413:2307,0.138,0.15,0.15,0.1,0.14
20130414:0007,0.074,0.15,0.15,0.1,0.14
20130414:0107,0.064,0.15,0.15,0.1,0.14
20130414:0207,0.064,0.15,0.15,0.1,0.14
20130414:0307,0.064,0.15,0.15,0.1,0.29
20130414:0407,0.221,0.15,0.15,0.85,0.43
20130414:0507,0.339,0.15,0.15,0.85,0.57
20130414:0607,0.372,0.46,0.46,0.5,0.71
20130414:0707,0.339,0.92,0.92,0.1,0.86
20130414:0807,0.284,0.92,0.92,0.1,1
20130414:0907,0.291,1,1,0.1,1
20130414:1007,0.335,1,1,0.1,1
20130414:1107,0.361,1,1,1,0.86
20130414:1207,0.468,1,1,1,0.71
20130414:1307,0.351,1,1,1,0.71
20130414:1407,0.283,1,1,0.5,0.86
20130414:1507,0.269,1,1,1,0.86
20130414:1607,0.277,0.85,0.85,1,1
20130414:1707,0.445,0.31,0.31,0.5,1
20130414:1807,0.833,0.15,0.15,1,0.71
20130414:1907,0.679,0.15,0.15,1,0.57
20130414:2007,0.458,0.15,0.15,0.1,0.29
20130414:2107,0.325,0.15,0.15,0.1,0.14
20130414:2207,0.203,0.15,0.15,0.1,0.14
20130414:2307,0.138,0.15,0.15,0.1,0.14
20130415:0007,0.074,0.15,0.15,0.1,0.14
20130415:0107,0.064,0.15,0.15,0.1,0.14
20130415:0207,0.064,0.15,0.15,0.1,0.14
20130415:0307,0.064,0.15,0.15,0.1,0.29
20130415:0407,0.221,0.15,0.15,0.85,0.43
20130415:0507,0.339,0.15,0.15,0.85,0.57
20130415:0607,0.372,0.46,0.46,0.5,0.71
20130415:0707,0.339,0.92,0.92,0.1,0.86
20130415:0807,0.284,0.92,0.92,0.1,1
20130415:0907,0.291,1,1,0.1,1
20130415:1007,0.335,1,1,0.1,1
20130415:1107,0.361,1,1,1,0.86
20130415:1207,0.468,1,1,1,0.71
20130415:1307,0.351,1,1,1,0.71
20130415:1407,0.283,1,1,0.5,0.86
20130415:1507,0.269,1,1,1,0.86
20130415:1607,0.277,0.85,0.85,1,1
20130415:1707,0.445,0.31,0.31,0.5,1
20130415:1807,0.833,0.15,0.15,1,0.71
20130415:1907,0.679,0.15,0.15,1,0.57
20130415:2007,0.458,0.15,0.15,0.1,0.29
20130415:2107,0.325,0.15,0.15,0.1,0.14
20130415:2207,0.203,0.15,0.15,0.1,0.14
20130415:2307,0.138,0.15,0.15,0.1,0.14
20130416:0007,0.074,0.15,0.15,0.1,0.14
20130416:0107,0.064,0.15,0.15,0.1,0.14
20130416:0207,0.064,0.15,0.15,0.1,0.14
20130416:0307,0.064,0.15,0.15,0.1,0.29
20130416:0407,0.221,0.15,0.15,0.85,0.43
20130416:0507,0.339,0.15,0.15,0.85,0.57
20130416:0607,0.372,0.46,0.46,0.5,0.71
20130416:0707,0.339,0.92,0.92,0.1,0.86
20130416:0807,0.284,0.92,0.92,0.1,1
20130416:0907,0.291,1,1,0.1,1
20130416:1007,0.335,1,1,0.1,1
20130416:1107,0.361,1,1,1,0.86
20130416:1207,0.468,1,1,1,0.71
20130416:1307,0.351,1,1,1,0.71
20130416:1407,0.283,1,1,0.5,0.86
20130416:1507,0.269,1,1,1,0.86
20130416:1607,0.277,0.85,0.85,1,1
20130416:1707,0.445,0.31,0.31,0.5,1
20130416:1807,0.833,0.15,0.15,1,0.71
20130416:1907,0.679,0.15,0.15,1,0.57
20130416:2007,0.458,0.15,0.15,0.1,0.29
20130416:2107,0.325,0.15,0.15,0.1,0.14
20130416:2207,0.203,0.15,0.15,0.1,0.14
20130416:2307,0.138,0.15,0.15,0.1,0.14
20130417:0007,0.074,0.15,0.15,0.1,0.14
20130417:0107,0.064,0.15,0.15,0.1,0.14
20130417:0207,0.064,0.15,0.15,0.1,0.14
20130417:0307,0.064,0.15,0.15,0.1,0.29
20130417:0407,0.221,0.15,0.15,0.85,0.43
20130417:0507,0.339,0.15,0.15,0.85,0.57
20130417:0607,0.372,0.46,0.46,0.5,0.71
20130417:0707,0.339,0.92,0.92,0.1,0.86
20130417:0807,0.284,0.92,0.92,0.1,1
20130417:0907,0.291,1,1,0.1,1
20130417:1007,0.335,1,1,0.1,1
20130417:1107,0.361,1,1,1,0.86
20130417:1207,0.468,1,1,1,0.71
20130417:1307,0.351,1,1,1,0.71
20130417:1407,0.283,1,1,0.5,0.86
20130417:1507,0.269,1,1,1,0.86
20130417:1607,0.277,0.85,0.85,1,1
20130417:1707,0.445,0.31,0.31,0.5,1
20130417:1807,0.833,0.15,0.15,1,0.71
20130417:1907,0.679,0.15,0.15,1,0.57
20130417:2007,0.458,0.15,0.15,0.1,0.29
20130417:2107,0.325,0.15,0.15,0.1,0.14
20130417:2207,0.203,0.15,0.15,0.1,0.14
20130417:2307,0.138,0.15,0.15,0.1,0.14
20130418:0007,0.074,0.15,0.15,0.1,0.14
20130418:0107,0.064,0.15,0.15,0.1,0.14
20130418:0207,0.064,0.15,0.15,0.1,0.14
20130418:0307,0.064,0.15,0.15,0.1,0.29
20130418:0407,0.221,0.15,0.15,0.85,0.43
20130418:0507,0.339,0.15,0.15,0.85,0.57
20130418:0607,0.372,0.46,0.46,0.5,0.71
20130418:0707,0.339,0.92,0.92,0.1,0.86
20130418:0807,0.284,0.92,0.92,0.1,1
20130418:0907,0.291,1,1,0.1,1
20130418:1007,0.335,1,1,0.1,1
20130418:1107,0.361,1,1,1,0.86
20130418:1207,0.468,1,1,1,0.71
20130418:1307,0.351,1,1,1,0.71
20130418:1407,0.283,1,1,0.5,0.86
20130418:1507,0.269,1,1,1,0.86
20130418:1607,0.277,0.85,0.85,1,1
20130418:1707,0.445,0.31,0.31,0.5,1
20130418:1807,0.833,0.15,0.15,1,0.71
20130418:1907,0.679,0.15,0.15,1,0.57
20130418:2007,0.458,0.15,0.15,0.1,0.29
20130418:2107,0.325,0.15,0.15,0.1,0.14
20130418:2207,0.203,0.15,0.15,0.1,0.14
20130418:2307,0.138,0.15,0.15,0.1,0.14
20130419:0007,0.074,0.15,0.15,0.1,0.14
20130419:0107,0.064,0.15,0.15,0.1,0.14
20130419:0207,0.064,0.15,0.15,0.1,0.14
20130419:0307,0.064,0.15,0.15,0.1,0.29
20130419:0407,0.221,0.15,0.15,0.85,0.43
20130419:0507,0.339,0.15,0.15,0.85,0.57
20130419:0607,0.372,0.46,0.46,0.5,0.71
20130419:0707,0.339,0.92,0.92,0.1,0.86
20130419:0807,0.284,0.92,0.92,0.1,1
20130419:0907,0.291,1,1,0.1,1
20130419:1007,0.335,1,1,0.1,1
20130419:1107,0.361,1,1,1,0.86
20130419:1207,0.468,1,1,1,0.71
20130419:1307,0.351,1,1,1,0.71
20130419:1407,0.283,1,1,0.5,0.86
20130419:1507,0.269,1,1,1,0.86
20130419:1607,0.277,0.85,0.85,1,1
20130419:1707,0.445,0.31,0.31,0.5,1
20130419:1807,0.833,0.15,0.15,1,0.71
20130419:1907,0.679,0.15,0.15,1,0.57
20130419:2007,0.458,0.15,0.15,0.1,0.29
20130419:2107,0.325,0.15,0.15,0.1,0.14
20130419:2207,0.203,0.15,0.15,0.1,0.14
20130419:2307,0.138,0.15,0.15,0.1,0.14
20130420:0007,0.074,0.15,0.15,0.1,0.14
20130420:0107,0.064,0.15,0.15,0.1,0.14
20130420:0207,0.064,0.15,0.15,0.1,0.14
20130420:0307,0.064,0.15,0.15,0.1,0.29
20130420:0407,0.221,0.15,0.15,0.85,0.43
20130420:0507,0.339,0.15,0.15,0.85,0.57
20130420:0607,0.372,0.46,0.46,0.5,0.71
20130420:0707,0.339,0.92,0.92,0.1,0.86
20130420:0807,0.284,0.92,0.92,0.1,1
20130420:0907,0.291,1,1,0.1,1
20130420:1007,0.335,1,1,0.1,1
20130420:1107,0.361,1,1,1,0.86
20130420:1207,0.468,1,1,1,0.71
20130420:1307,0.351,1,1,1,0.71
20130420:1407,0.283,1,1,0.5,0.86
20130420:1507,0.269,1,1,1,0.86
20130420:1607,0.277,0.85,0.85,1,1
20130420:1707,0.445,0.31,0.31,0.5,1
20130420:1807,0.833,0.15,0.15,1,0.71
20130420:1907,0.679,0.15,0.15,1,0.57
20130420:2007,0.458,0.15,0.15,0.1,0.29
20130420:2107,0.325,0.15,0.15,0.1,0.14
20130420:2207,0.203,0.15,0.15,0.1,0.14
20130420:2307,0.138,0.15,0.15,0.1,0.14
20130421:0007,0.074,0.15,0.15,0.1,0.14
